To check,CodeUnits,DESCRIPTION,EXTRA,TABLETS_PER_DAY,DAILY_DOSE,ALT_OTHER_MEDS,REP,REP2,THEN,DAYS,NUM2,DOSE2
,four 2.5mg tabs to be taken every wednesday 8.30,425mgtabstobetakeneverywednesday830,0,0.57,1.43,NA,NA,NA,NA,NA,NA,NA
,4 a day,4aday,0,4,NA,NA,NA,NA,NA,NA,NA,NA
x,4 A DAY APART FROM TUESDAYS AND SATURDAYS  (NOT IN VENALINK),4adayapartfromtuesdaysandsaturdaysnotinvenalink,0,2.86,NA,NA,NA,NA,NA,NA,NA,NA
,4 CAPSULES ONCE DAILY,4capsulesoncedaily,0,4,,NA,NA,NA,NA,NA,NA,NA
,4 DAILY,4daily,0,4,NA,NA,NA,NA,NA,NA,NA,NA
,4 daily,4daily,0,4,NA,NA,NA,NA,NA,NA,NA,NA
,4 EACH MORNING,4eachmorning,0,4,NA,NA,NA,NA,NA,NA,NA,NA
,"4 EACH MORNING, THREE AT 2PM  Notes for dispenser: please dispense in weekly blister packs",4eachmorning3at2pmnotesfordispenserpleasedispenseinweeklyblisterpacks,0,7,NA,NA,NA,NA,NA,NA,NA,NA
x,"4 EACH MORNING, THREE AT 2PM  Notes for patient: Mr Goley  This temporarily replaces your ",4eachmorning3at2pmnotesforpatientmrgoleythistemporarilyreplacesyour,0,7,NA,NA,NA,NA,NA,NA,NA,NA
,4 EVERY DAY,4everyday,0,4,NA,NA,NA,NA,NA,NA,NA,NA
,4 EVERY THURSDAY  Notes for patient: Please ensure you have regular blood tests to monitor,4everythursdaynotesforpatientpleaseensureyouhaveregularbloodteststomonitor,0,0.57,NA,NA,NA,NA,NA,NA,NA,NA
,4 IN MORNING 2 AT 2PM,4inmorning2at2pm,0,4,NA,NA,NA,NA,NA,NA,NA,NA
,4 IN THE MORNING,4inthemorning,0,4,NA,NA,NA,NA,NA,NA,NA,NA
,4  IN THE MORNING,4inthemorning,0,4,NA,NA,NA,NA,NA,NA,NA,NA
,FOUR IN THE MORNING,4inthemorning,0,4,NA,NA,NA,NA,NA,NA,NA,NA
,4 IN THE MORNING 4 AT NIGHT FOR 5 DAYS ONLY.  THEN GO BACK ON 2MANE 2 AT NIGHT,4inthemorning4atnightfor5daysonlythengobackon2mane2atnight,0,8,NA,NA,NA,NA,1,5,4,NA
,4 IN THE MORNING AND 3 AT MIDDAY,4inthemorningand3atmidday,0,7,NA,NA,NA,NA,NA,NA,NA,NA
,4 MANE 2AFTERNOON,4mane2afternoon,0,6,NA,NA,NA,NA,NA,NA,NA,NA
,4 mane and 3 in afternoon,4maneand3inafternoon,0,7,NA,NA,NA,NA,NA,NA,NA,NA
,4mg daily,4mgdaily,0,NA,4,NA,NA,NA,NA,NA,NA,NA
,4 OD,4od,0,4,NA,NA,NA,NA,NA,NA,NA,NA
,4OM AND ONE @ TEA-TIME,4omand1teatime,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,4 PER DAY,4perday,0,4,NA,NA,NA,NA,NA,NA,NA,NA
,FOUR SPOONFULS TWICE A DAY,4spoonfulstwiceaday,0,8,8,NA,NA,NA,NA,NA,NA,NA
,4TAB DAILY,4tabdaily,0,4,NA,NA,NA,NA,NA,NA,NA,NA
,FOUR TABLET IN MORNING AND THREE AT NOON,4tabletinmorningand3atnoon,0,7,NA,NA,NA,NA,NA,NA,NA,NA
,4TABLET ONCE A DAY,4tabletonceaday,0,4,NA,NA,NA,NA,NA,NA,NA,NA
,4 TABLET ONCE A DAY,4tabletonceaday,0,4,NA,NA,NA,NA,NA,NA,NA,NA
,Four tablets(10mg) to be taken weekly (as per hospital specialist),4tablets10mgtobetakenweeklyasperhospitalspecialist,0,0.57,1.43,NA,NA,NA,NA,NA,NA,NA
,Four tablets (10mg) to be taken weekly as per hospital specialist,4tablets10mgtobetakenweeklyasperhospitalspecialist,0,0.57,1.43,NA,NA,NA,NA,NA,NA,NA
,4 TABLETS FIVE TIMES A DAY,4tablets5timesaday,0,20,NA,NA,NA,NA,NA,NA,NA,NA
,4 TABLETS  FIVE TIMES A DAY FOR 7 DAYS,4tablets5timesadayfor7days,0,20,NA,NA,NA,NA,NA,7,NA,NA
,4 TABLETS DAILY AS PER CARDIOLOGY,4tabletsdailyaspercardiology,0,4,NA,NA,NA,NA,NA,NA,NA,NA
,FOUR TABLETS EACH MORNING,4tabletseachmorning,0,4,NA,NA,NA,NA,NA,NA,NA,NA
,4 TABLETS IN THE MORNING AND 3 IN THE AFTERNOON (9AM AND 2PM),4tabletsinthemorningand3intheafternoon9amand2pm,0,7,NA,NA,NA,NA,NA,NA,NA,NA
,4 TABLETS IN THE MORNING AND 3 TABLETS AT MIDDAY,4tabletsinthemorningand3tabletsatmidday,0,7,NA,NA,NA,NA,NA,NA,NA,NA
,4 TABLETS ONCE A DAY,4tabletsonceaday,0,4,NA,NA,NA,NA,NA,NA,NA,NA
,4 TABLETS ONCE WEEKLY,4tabletsonceweekly,0,0.57,NA,NA,NA,NA,NA,NA,NA,NA
,FOUR TABLETS TO BE TAKEN ONCE WEEKLY,4tabletstobetakenonceweekly,0,0.57,NA,NA,NA,NA,NA,NA,NA,NA
,4 TABLETS TWICE A DAY 8AM AND 2 PM.,4tabletstwiceaday8amand2pm,0,8,NA,NA,NA,NA,NA,NA,NA,NA
,4 TABLETS WEEKLY[10MG],4tabletsweekly10mg,0,4,1.428571429,NA,NA,NA,NA,NA,NA,NA
,4 TAB ON TUESDAY,4tabontuesday,0,0.57,NA,NA,NA,NA,NA,NA,NA,NA
,4 TABS EACH MORNING,4tabseachmorning,0,4,NA,NA,NA,NA,NA,NA,NA,NA
,4 tabs weekliy,4tabsweekliy,0,0.57,NA,NA,NA,NA,NA,NA,NA,NA
,FOUR TIMES A DAY,4timesaday,0,4,NA,NA,NA,NA,NA,NA,NA,NA
,FOUR TIMES A DAY WHEN REQUIRED,4timesadaywhenrequired,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,FOUR TO BE TAKEN DAILY,4tobetakendaily,0,4,NA,NA,NA,NA,NA,NA,NA,NA
,FOUR TO BE TAKEN IN THE MORNING,4tobetakeninthemorning,0,4,NA,NA,NA,NA,NA,NA,NA,NA
,4 TWICE A DAY,4twiceaday,0,8,NA,NA,NA,NA,NA,NA,NA,NA
,4 X 2.5MG TABLETS (10MG) ONCE A WEEK ON FRIDAY,4x25mgtablets10mgonceaweekonfriday,0,0.57,1.43,NA,NA,NA,NA,NA,NA,NA
,four x- 2.5mg tabs once  weekly,4x25mgtabsonceweekly,0,0.57,1.43,NA,NA,NA,NA,NA,NA,NA
,500MG TWICE A DAY,500mgtwiceaday,0,2,1000,NA,NA,NA,NA,NA,NA,NA
,500MG TWICE A DAY FOR ONE WEEK,500mgtwiceadayfor1week,0,2,1000,NA,NA,NA,NA,7,NA,NA
,5 ablets to be taken weekly on same day,5abletstobetakenweeklyonsameday,0,0.71,NA,NA,NA,NA,NA,NA,NA,NA
,5 A DAILY FOR 7/7,5adailyfor77,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,5 A DAY,5aday,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,5 A WEEK - MONDAY,5aweekmonday,0,0.71,NA,NA,NA,NA,NA,NA,NA,NA
,5 DAILY,5daily,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,FIVE DAILY,5daily,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,5/ DAY,5day,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,5/DAY,5day,0,5,NA,NA,NA,NA,NA,NA,NA,NA
x,[5mg+1mg] TAKE ONE IN THE MORNING,5mg1mgtake1inthemorning,0,1,5,NA,NA,NA,NA,NA,NA,NA
,5mg (two tablets) taken weekly,5mg2tabletstakenweekly,0,0.28,0.71,NA,NA,NA,NA,NA,NA,NA
,5mg (two tablets) to be taken weekly,5mg2tabletstobetakenweekly,0,0.28,0.71,NA,NA,NA,NA,NA,NA,NA
,5mg ( two tablets ) weekly,5mg2tabletsweekly,0,0.28,0.71,NA,NA,NA,NA,NA,NA,NA
,5mg (two tablet) to be taken weekly,5mg2tablettobetakenweekly,0,0.28,0.71,NA,NA,NA,NA,NA,NA,NA
,5mg ( two tabs of 2.5mg ) to be taken weekly,5mg2tabsof25mgtobetakenweekly,0,0.28,0.71,NA,NA,NA,NA,NA,NA,NA
,5mg (two tabs) to be taken weekly,5mg2tabstobetakenweekly,0,0.28,0.71,NA,NA,NA,NA,NA,NA,NA
,5MG; MORNING; ORAL,5mgmorningoral,0,NA,5,NA,NA,NA,NA,NA,NA,NA
,5mg to be taken once weekly,5mgtobetakenonceweekly,0,NA,0.71,NA,NA,NA,NA,NA,NA,NA
,5MG X ONCE PER WEEK,5mgxonceperweek,0,NA,0.71,NA,NA,NA,NA,NA,NA,NA
x,5ML FOUR TIMES A DAY  Notes for patient: Dear Mr Howell I understand that you have had tro,5ml4timesadaynotesforpatientdearmrhowelliunderstandthatyouhavehadtro,0,4,4,NA,NA,NA,NA,NA,NA,NA
,5ML BD,5mlbd,0,2,2,NA,NA,NA,NA,NA,NA,NA
,5 ML DAILY,5mldaily,0,1,1,NA,NA,NA,NA,NA,NA,NA
,5ML  DAILY,5mldaily,0,1,1,NA,NA,NA,NA,NA,NA,NA
,5ML EACH MORNING,5mleachmorning,0,1,1,NA,NA,NA,NA,NA,NA,NA
,5 ML EVERY DAY,5mleveryday,0,1,1,NA,NA,NA,NA,NA,NA,NA
,5ml om,5mlom,0,1,1,NA,NA,NA,NA,NA,NA,NA
,5ML ONCE DAILY,5mloncedaily,0,1,1,NA,NA,NA,NA,NA,NA,NA
,5ML ONCE DAILY  Notes for dispenser: change from tablets,5mloncedailynotesfordispenserchangefromtablets,0,1,1,NA,NA,NA,NA,NA,NA,NA
,5MLS DAILY,5mlsdaily,0,1,1,NA,NA,NA,NA,NA,NA,NA
,5mls daily,5mlsdaily,0,1,1,NA,NA,NA,NA,NA,NA,NA
,5MLS DAILY VIA PEG,5mlsdailyviapeg,0,1,1,NA,NA,NA,NA,NA,NA,NA
,5mls daily via PEG for swollen legs,5mlsdailyviapegforswollenlegs,0,1,1,NA,NA,NA,NA,NA,NA,NA
,5MLS EVERY DAY,5mlseveryday,0,1,1,NA,NA,NA,NA,NA,NA,NA
,5MLS IN THE MORNING,5mlsinthemorning,0,1,1,NA,NA,NA,NA,NA,NA,NA
,5mls om,5mlsom,0,1,1,NA,NA,NA,NA,NA,NA,NA
,5MLS TWICE DAILY FOR A WEEK,5mlstwicedailyforaweek,0,2,2,NA,NA,NA,NA,NA,NA,NA
,5 MLS VIA FEEDING TUBE,5mlsviafeedingtube,0,1,1,NA,NA,NA,NA,NA,NA,NA
,5 ML TWICE A DAY,5mltwiceaday,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,5ML TWICE A DAY,5mltwiceaday,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,5ML TWICE DAILY,5mltwicedaily,0,2,2,NA,NA,NA,NA,NA,NA,NA
,5ML TWICE  DAILY,5mltwicedaily,0,2,2,NA,NA,NA,NA,NA,NA,NA
,5 nocte,5nocte,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,5 TABLET ONCE A DAY,5tabletonceaday,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,five  TABLETS TO BE TAKEN ONCE WEEKLY,5tabletstobetakenonceweekly,0,0.71,NA,NA,NA,NA,NA,NA,NA,NA
,5 TABLETS TWICE A DAY 8AM AND 2 PM.,5tabletstwiceaday8amand2pm,0,10,NA,NA,NA,NA,NA,NA,NA,NA
,5 tablets weekly,5tabletsweekly,0,0.71,NA,NA,NA,NA,NA,NA,NA,NA
,5 tabs to be taken weekly on same day,5tabstobetakenweeklyonsameday,0,0.71,NA,NA,NA,NA,NA,NA,NA,NA
,FIVE TIMES A DAY,5timesaday,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,5 TIMES A DAY,5timesaday,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,FIVE TIMES A DAY FOR ONE WEEK,5timesadayfor1week,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,FIVE TIMES DAILY,5timesdaily,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,5 TIMES DAILY,5timesdaily,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,FIVE TIMES DAILY FOR 1 WEEK,5timesdailyfor1week,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,FIVE TIMES DAILY FOR 7 DAYS,5timesdailyfor7days,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,5TIMES DAY,5timesday,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,5weekly,5weekly,0,0.71,NA,NA,NA,NA,NA,NA,NA,NA
,5 x 2.5mg (one tablet) to be taken weekly,5x25mg1tablettobetakenweekly,0,0.28,1.43,NA,NA,NA,NA,NA,NA,NA
,5X/DAY,5xday,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,60 MG TWICE A DAY,60mgtwiceaday,0,2,120,NA,NA,NA,NA,NA,NA,NA
,6 DROPS TWICE A DAY FOR TEN DAYS,6dropstwiceadayfortendays,0,6,NA,NA,NA,NA,NA,10,NA,NA
,6 EACH MORNING,6eachmorning,0,6,NA,NA,NA,NA,NA,NA,NA,NA
,6 every monday,6everymonday,0,0.86,NA,NA,NA,NA,NA,NA,NA,NA
,6 every wednesday,6everywednesday,0,0.86,NA,NA,NA,NA,NA,NA,NA,NA
,6 IN THE MORNING,6inthemorning,0,6,NA,NA,NA,NA,NA,NA,NA,NA
,6MG ONCE A DAY IN THE MORNING,6mgonceadayinthemorning,0,NA,6,NA,NA,NA,NA,NA,NA,NA
,6 once per week,6onceperweek,0,0.86,NA,NA,NA,NA,NA,NA,NA,NA
,6 TABLETS IN THE MORNING AND 6 AT LUNCHTIME,6tabletsinthemorningand6atlunchtime,0,12,NA,NA,NA,NA,NA,NA,NA,NA
,6 tablets once a week,6tabletsonceaweek,0,0.86,NA,NA,NA,NA,NA,NA,NA,NA
,6 tablets once weekly,6tabletsonceweekly,0,0.86,NA,NA,NA,NA,NA,NA,NA,NA
,six tablets to be taken weekly on friday as direct,6tabletstobetakenweeklyonfridayasdirect,0,0.86,NA,NA,NA,NA,NA,NA,NA,NA
,6 TABLETS TWICE A DAY,6tabletstwiceaday,0,12,NA,NA,NA,NA,NA,NA,NA,NA
,six tablet to be taken weekly on friday as directe,6tablettobetakenweeklyonfridayasdirecte,0,0.86,NA,NA,NA,NA,NA,NA,NA,NA
,6 tabs to be taken once a week on a tuesday,6tabstobetakenonceaweekonatuesday,0,0.86,NA,NA,NA,NA,NA,NA,NA,NA
,SIX TO BE TAKEN DAILY,6tobetakendaily,0,6,NA,NA,NA,NA,NA,NA,NA,NA
,6 x 2.5mg (one tablet) to be taken weekly,6x25mg1tablettobetakenweekly,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,7.5mg (one tablet) to be taken weekly,75mg1tablettobetakenweekly,0,0.14,1.07,NA,NA,NA,NA,NA,NA,NA
,7.5 MG ( 3 TABLET ) A WEEK,75mg3tabletaweek,0,0.43,1.07,NA,NA,NA,NA,NA,NA,NA
,7.5MG ( THREE TABLETS ) ONCE WEEKLY  Notes for patient: need FBC and LFTs blood tests  eve,75mg3tabletsonceweeklynotesforpatientneedfbcandlftsbloodtestseve,0,0.43,1.07,NA,NA,NA,NA,NA,NA,NA
,7.5MG [three tablets ]   TAKEN ONCE A WEEK,75mg3tabletstakenonceaweek,0,0.43,1.07,NA,NA,NA,NA,NA,NA,NA
,7.5MG [THREE TABLETS ]   TAKEN ONCE A WEEK,75mg3tabletstakenonceaweek,0,0.43,1.07,NA,NA,NA,NA,NA,NA,NA
,7.5mg (three tablets) take once weekly,75mg3tabletstakeonceweekly,0,0.43,1.07,NA,NA,NA,NA,NA,NA,NA
,7.5mg (three tablets) to be taken weekly,75mg3tabletstobetakenweekly,0,0.43,1.07,NA,NA,NA,NA,NA,NA,NA
,7.5 mg (three tablets) to be taken WEEKLY,75mg3tabletstobetakenweekly,0,0.43,1.07,NA,NA,NA,NA,NA,NA,NA
,7.5 mg (3 tablets) to be taken WEEKLY,75mg3tabletstobetakenweekly,0,0.43,1.07,NA,NA,NA,NA,NA,NA,NA
,"7.5mg three tablets, to be taken weekly",75mg3tabletstobetakenweekly,0,0.43,1.07,NA,NA,NA,NA,NA,NA,NA
,7.5mg ( three tablets) to be taken WEEKLY,75mg3tabletstobetakenweekly,0,0.43,1.07,NA,NA,NA,NA,NA,NA,NA
,"7.5mg (three tablets) to be taken weekly, and increased as advised by hospital clinic",75mg3tabletstobetakenweeklyandincreasedasadvisedbyhospitalclinic,0,0.43,1.07,NA,NA,NA,NA,NA,NA,NA
,7.5mg (three tablets) to be taken weekly at 6pm,75mg3tabletstobetakenweeklyat6pm,0,0.43,1.07,NA,NA,NA,NA,NA,NA,NA
,7.5 mg (three tablets) to be taken WEEKLY  Notes for patient: take on a monday,75mg3tabletstobetakenweeklynotesforpatienttakeonamonday,0,0.43,1.07,NA,NA,NA,NA,NA,NA,NA
,7.5mg (three tablets) to be taken weekly Notes for patient: wednesday,75mg3tabletstobetakenweeklynotesforpatientwednesday,0,0.43,1.07,NA,NA,NA,NA,NA,NA,NA
,7.5 mg (three  tablets t) to be taken WEEKLY,75mg3tabletsttobetakenweekly,0,0.43,1.07,NA,NA,NA,NA,NA,NA,NA
,7.5 mg [3 tablets] weekly,75mg3tabletsweekly,0,0.43,1.07,NA,NA,NA,NA,NA,NA,NA
,7.5mg [3 tablets] weekly,75mg3tabletsweekly,0,0.43,1.07,NA,NA,NA,NA,NA,NA,NA
,7.5mg (three tablet) to be taken weekly,75mg3tablettobetakenweekly,0,0.43,1.07,NA,NA,NA,NA,NA,NA,NA
,7.5mg (THREE tablet) to be taken weekly,75mg3tablettobetakenweekly,0,0.43,1.07,NA,NA,NA,NA,NA,NA,NA
,7.5 mg (three tablet) to be taken WEEKLY,75mg3tablettobetakenweekly,0,0.43,1.07,NA,NA,NA,NA,NA,NA,NA
,7.5 MG (THREE TABLET) TO BE TAKEN WEEKLY,75mg3tablettobetakenweekly,0,0.43,1.07,NA,NA,NA,NA,NA,NA,NA
,7.5 mg (three  tablet) to be taken WEEKLY  Notes for patient: Note for attention of patien,75mg3tablettobetakenweeklynotesforpatientnoteforattentionofpatien,0,0.43,1.07,NA,NA,NA,NA,NA,NA,NA
,7.5mg (3 tabs ) weekly,75mg3tabsweekly,0,0.43,1.07,NA,NA,NA,NA,NA,NA,NA
,7.5mg [3 weekly],75mg3weekly,0,0.43,1.07,NA,NA,NA,NA,NA,NA,NA
,7.5 mgm one day a week,75mgm1dayaweek,0,NA,1.07,NA,NA,NA,NA,NA,NA,NA
,7.5 MGM ONE DAY A WEEK,75mgm1dayaweek,0,NA,1.07,NA,NA,NA,NA,NA,NA,NA
,7.5mgs taken weekly,75mgstakenweekly,0,NA,1.07,NA,NA,NA,NA,NA,NA,NA
,7.5 mg  to be taken WEEKLY,75mgtobetakenweekly,0,NA,1.07,NA,NA,NA,NA,NA,NA,NA
,7.5mg weekly,75mgweekly,0,NA,1.07,NA,NA,NA,NA,NA,NA,NA
,7.5ml (3 tablets) to be taken once a week for RA,75ml3tabletstobetakenonceaweekforra,0,0.43,1.07,NA,NA,NA,NA,NA,NA,NA
,7MG IN THE MORNING,7mginthemorning,0,NA,7,NA,NA,NA,NA,NA,NA,NA
,"7 tablets ( 17.5mg ) once a week for 1 month, then increase to 8 tablets ( 20mg ) weekly",7tablets175mgonceaweekfor1monththenincreaseto8tablets20mgweekly,0,1,2.5,NA,NA,NA,1,30,1.14,2.9
,"80MG AT 8AM, AND 40MG AT 2PM",80mgat8amand40mgat2pm,0,NA,120,NA,NA,NA,NA,NA,NA,NA
,80MG BD,80mgbd,0,NA,160,NA,NA,NA,NA,NA,NA,NA
,80MG EVERY DAY,80mgeveryday,0,NA,80,NA,NA,NA,NA,NA,NA,NA
,80MG IM DOSE IMMEDIATELY AT TIME OF CATHERTER CHANGE.,80mgimdoseimmediatelyattimeofcatherterchange,0,NA,80,NA,NA,NA,NA,NA,NA,NA
,80 mg twice a day 8am and 2pm,80mgtwiceaday8amand2pm,0,NA,160,NA,NA,NA,NA,NA,NA,NA
,8 AM AND 2 PM,8amand2pm,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,8AM  AND 2PM,8amand2pm,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,8am and 2pm,8amand2pm,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,"8 daily, or as directed",8dailyorasdirected,0,8,NA,NA,NA,NA,NA,NA,NA,NA
,8 once a week  ( 20mg),8onceaweek20mg,0,1.14,2.86,NA,NA,NA,NA,NA,NA,NA
,8 tablets weekly = 20mg,8tabletsweekly20mg,0,1.14,2.86,NA,NA,NA,NA,NA,NA,NA
,8 TABLETS WEEKLY = 20MG,8tabletsweekly20mg,0,1.14,2.86,NA,NA,NA,NA,NA,NA,NA
,8 tablets weekly (need 3 mnthly bloods please ),8tabletsweeklyneed3mnthlybloodsplease,0,1.14,NA,NA,NA,NA,NA,NA,NA,NA
,8 TABLETS WEEKLY (NEED 3 MNTHLY BLOODS PLEASE ),8tabletsweeklyneed3mnthlybloodsplease,0,1.14,NA,NA,NA,NA,NA,NA,NA,NA
,8 TODAY THEN ONE EVERY DAY THEREAFTER,8todaythen1everydaythereafter,0,8,NA,NA,NA,NA,1,1,1,NA
,8 weekly,8weekly,0,1.14,NA,NA,NA,NA,NA,NA,NA,NA
,8 WEEKLY,8weekly,0,1.14,NA,NA,NA,NA,NA,NA,NA,NA
,8 weekly on designated day,8weeklyondesignatedday,0,1.14,NA,NA,NA,NA,NA,NA,NA,NA
,8 WEEKLY ON DESIGNATED DAY,8weeklyondesignatedday,0,1.14,NA,NA,NA,NA,NA,NA,NA,NA
,8 x 2.5mg (one tablet) to be taken weekly,8x25mg1tablettobetakenweekly,0,1.14,NA,NA,NA,NA,NA,NA,NA,NA
,9 TABLETS WEEKLY = 22MG,9tabletsweekly22mg,0,1.29,3.14,NA,NA,NA,NA,NA,NA,NA
,ADD 1/2 A TABLET AT NIGHT TO THE 400 MG TABLET,add12atabletatnighttothe400mgtablet,1,1.5,200,NA,NA,NA,NA,NA,NA,NA
,ADD 1 TABLET TO THE VENALINK TABLETONCE DAILY FOR AT LEAST 2 WEEKS,add1tablettothevenalinktabletoncedailyforatleast2weeks,1,1,NA,NA,NA,NA,NA,14,NA,NA
,ADDITONAL 20MGS 9AM AND LUNCH 4 DAYS,additonal20mgs9amandlunch4days,0,NA,40,NA,NA,NA,NA,NA,NA,NA
,ADD TO MORNING DOSE AND REPLACE LUNCH TIME 20MG DOSE,addtomorningdoseandreplacelunchtime20mgdose,0,1,20,NA,NA,NA,NA,NA,NA,NA
,ADJUST AS DIRECTED BY DOCTOR,adjustasdirectedbydoctor,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,ADMINISTER 20MLS TWICE A DAY FOR 3 DAYS,administer20mlstwiceadayfor3days,0,8,8,NA,NA,NA,NA,3,NA,NA
,ADMINISTER 20MLS TWICE A DAY FOR 5 DAYS,administer20mlstwiceadayfor5days,0,8,8,NA,NA,NA,NA,NA,NA,NA
,AFTER FOOD,afterfood,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,ALLOW 1 LOZENGE TO BE DISSOLVED IN THE MOUTH 4 TIMES A DAY UNTIL 2 DAYS AFTER MOUTH STOPS ,allow1lozengetobedissolvedinthemouth4timesadayuntil2daysaftermouthstops,0,4,NA,NA,NA,NA,NA,NA,NA,NA
,alt days,altdays,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA
,ALTERNATE 2 / 1 DAILY,alternate21daily,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,ALTERNATE BETWEEN 1 AND TWO EVERY MORNING,alternatebetween1and2everymorning,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,ALTERNATE BETWEEN 20MG ON ONE DAY AND 40MG ON THE OTHER,alternatebetween20mgon1dayand40mgontheother,0,NA,30,NA,NA,NA,NA,NA,NA,NA
,ALTERNATE BETWEEN 2 ONE MORNING AND 1 THE NEXT MORNING,alternatebetween21morningand1thenextmorning,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,ALTERNATE BETWEEN 2 TABLETS MANE AND 1 TABLET MANE ALTERNATE DAYS. PLEASE LEAVE OUT OF VEN,alternatebetween2tabletsmaneand1tabletmanealternatedayspleaseleaveoutofven,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,ALTERNATE BETWEEN TAKING TWO TWICE A DAY  ON ONE DAY AND THREE IN THE MORNING AND TWO IN T,alternatebetweentaking2twiceadayon1dayand3inthemorningand2int,0,4.5,NA,NA,NA,NA,NA,NA,NA,NA
,ALTERNATE  DAILY,alternatedaily,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA
,ALTERNATE DAILY BASIS,alternatedailybasis,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA
,alternate day,alternateday,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA
,ALTERNATE DAYS,alternatedays,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA
,alternate days,alternatedays,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA
,ALTERNATE DAYS DOSE - 2 TABLET IN THE MORNING AND 1 IN THE AFTERNOON ON ONE DAY AND TWO TA,alternatedaysdose2tabletinthemorningand1intheafternoonon1dayand2ta,0,2.5,NA,NA,NA,NA,NA,NA,NA,NA
,ALTERNATE DAYS SCHEDULE. ONE DAY TAKE ONE TABLET(S) TWICE A DAY. THE NEXT DAY TAKE ONE TAB,alternatedaysschedule1daytake1tabletstwiceadaythenextdaytake1tab,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,"ALTERNATE DAYS, SLS HZA115150 SUB ID 000601 PI DR GIBBONS",alternatedaysslshza115150subid000601pidrgibbons,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA
,ALTERNATING 2MG ONCE DAILY AND 1MG ONCE DAILY,alternating2mgoncedailyand1mgoncedaily,0,NA,1.5,NA,NA,NA,NA,NA,NA,NA
,ALTERNATING DOSE DAILY - 1 TABLET MORNING & 1 TABLET AFTERNOON FOLLOWED BY 2 TABLETS MORNI,alternatingdosedaily1tabletmorning1tabletafternoonfollowedby2tabletsmorni,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,ALTERNATING DOSE - DAY ONE TAKE ONE TABLET IN THE MORNING AND ONE TABLET AT LUNCH. DAY TWO,alternatingdoseday1take1tabletinthemorningand1tabletatlunchday2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,ALTERNATING DOSE OF 1 TABLET MORNING AND 1 TABLET ATERNOON FOLLOWED BY 2 TABLETS MORNING A,alternatingdoseof1tabletmorningand1tabletaternoonfollowedby2tabletsmorninga,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,ALTERNATIVE DAYS,alternativedays,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA
,ALTERNATIVE DAYS Notes for patient: +++ONE WEEK ONLY+++ PLEASE MAKE AN APPT WITH THE PRACT,alternativedaysnotesforpatient1weekonlypleasemakeanapptwiththepract,0,0.5,NA,NA,NA,NA,NA,7,NA,NA
,AM,am,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,AM AND LUNCH,amandlunch,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,ampoule,ampoule,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,amp(s),amps,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,APPLT THREE TIMES A DAY,applt3timesaday,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,APPLY ONES A DAY,apply1saday,0,1,NA,NA,NA,NA,NA,NA,NA,NA
